,Date,Daily_kWh,Diff_1
133,2007-05-14,24.463033333333332,-2.782600000000002
134,2007-05-15,15.073200000000002,-9.38983333333333
135,2007-05-16,28.215733333333333,13.142533333333331
136,2007-05-17,20.530266666666666,-7.685466666666667
137,2007-05-18,27.192166666666665,6.661899999999999
138,2007-05-19,23.824033333333333,-3.3681333333333328
139,2007-05-20,32.80546666666667,8.981433333333335
140,2007-05-21,18.6677,-14.137766666666668
141,2007-05-22,18.88086666666667,0.2131666666666696
142,2007-05-23,24.415599999999998,5.534733333333328
143,2007-05-24,19.2398,-5.175799999999999
144,2007-05-25,26.903666666666666,7.663866666666667
145,2007-05-26,25.204133333333335,-1.6995333333333313
146,2007-05-27,35.8968,10.692666666666664
147,2007-05-28,27.291133333333335,-8.605666666666664
148,2007-05-29,17.689,-9.602133333333335
149,2007-05-30,26.8311,9.1421
150,2007-05-31,15.6425,-11.1886
151,2007-06-01,17.4153,1.7727999999999984
152,2007-06-02,24.73936666666667,7.3240666666666705
153,2007-06-03,35.133766666666666,10.394399999999997
154,2007-06-04,15.193633333333334,-19.940133333333332
155,2007-06-05,24.314866666666667,9.121233333333333
156,2007-06-06,28.2273,3.9124333333333325
157,2007-06-07,16.4167,-11.8106
158,2007-06-08,35.80076666666666,19.384066666666662
159,2007-06-09,17.663566666666668,-18.137199999999993
160,2007-06-10,22.346866666666664,4.683299999999996
161,2007-06-11,13.244233333333334,-9.10263333333333
162,2007-06-12,15.312766666666667,2.068533333333333
163,2007-06-13,15.454533333333334,0.14176666666666726
164,2007-06-14,20.984733333333335,5.530200000000001
165,2007-06-15,16.4934,-4.491333333333333
166,2007-06-16,33.62936666666666,17.13596666666666
167,2007-06-17,32.451499999999996,-1.1778666666666666
168,2007-06-18,11.3079,-21.143599999999996
169,2007-06-19,14.039333333333333,2.7314333333333334
170,2007-06-20,17.904766666666667,3.8654333333333337
171,2007-06-21,13.4491,-4.4556666666666676
172,2007-06-22,9.438233333333333,-4.010866666666667
173,2007-06-23,7.959433333333334,-1.4787999999999988
174,2007-06-24,11.910933333333332,3.9514999999999985
175,2007-06-25,17.870033333333332,5.959099999999999
176,2007-06-26,15.748466666666667,-2.1215666666666646
177,2007-06-27,24.680433333333333,8.931966666666666
178,2007-06-28,21.590633333333336,-3.0897999999999968
179,2007-06-29,21.736633333333334,0.14599999999999724
180,2007-06-30,22.255233333333333,0.5185999999999993
