,Day,Day,ds,y,Diff_1,y_log,unique_id,SARIMA,ETS,SARIMA_noisy,ETS_noisy
77,77,78.0,2007-03-20,34.77046666666667,-1.1048333333333318,3.5487683674616743,1,,,,
78,78,79.0,2007-03-21,35.70153333333334,0.9310666666666664,3.5751936383767853,1,,,,
79,79,80.0,2007-03-22,24.249633333333332,-11.451900000000002,3.1884014969942656,1,,,,
80,80,81.0,2007-03-23,21.8168,-2.4328333333333347,3.082680315204647,1,,,,
81,81,82.0,2007-03-24,49.47383333333333,27.65703333333333,3.9014439102774636,1,,,,
82,82,83.0,2007-03-25,55.602066666666666,6.128233333333334,4.018220370829528,1,,,,
83,83,84.0,2007-03-26,23.601366666666667,-32.000699999999995,3.1613046199593877,1,,,,
84,84,85.0,2007-03-27,18.419,-5.182366666666667,2.913382740536966,1,,,,
85,85,86.0,2007-03-28,38.8983,20.4793,3.6609505478699633,1,,,,
86,86,87.0,2007-03-29,26.506766666666667,-12.391533333333332,3.2774000463089075,1,,,,
87,87,88.0,2007-03-30,23.37323333333333,-3.1335333333333324,3.1515914929958515,1,,,,
88,88,89.0,2007-03-31,58.49183333333334,35.1186,4.068887143353064,1,,,,
89,89,90.0,2007-04-01,46.43253333333333,-12.059300000000007,3.8380003629670756,1,,,,
90,90,91.0,2007-04-02,32.679633333333335,-13.752899999999997,3.4867520500186178,1,,,,
91,91,92.0,2007-04-03,27.380333333333333,-5.299300000000002,3.3098249941226947,1,,,,
92,92,93.0,2007-04-04,34.1978,6.817466666666668,3.5321613145140778,1,,,,
93,93,94.0,2007-04-05,30.73463333333333,-3.4631666666666696,3.4253901403490867,1,,,,
94,94,95.0,2007-04-06,26.68566666666667,-4.0489666666666615,3.284126592298151,1,,,,
95,95,96.0,2007-04-07,25.89873333333333,-0.7869333333333373,3.254194061460646,1,,,,
96,96,97.0,2007-04-08,26.8136,0.9148666666666684,3.288909221487733,1,,,,
97,97,98.0,2007-04-09,16.682,-10.131600000000002,2.81433029381942,1,,,,
98,98,99.0,2007-04-10,12.956066666666668,-3.725933333333332,2.5615641469169206,1,,,,
99,99,100.0,2007-04-11,14.791366666666669,1.8353,2.694043677231653,1,,,,
100,100,101.0,2007-04-12,8.961766666666668,-5.829599999999999,2.1929673801699208,1,,,,
101,101,102.0,2007-04-13,9.1837,0.2219333333333324,2.217430173538455,1,,,,
102,102,103.0,2007-04-14,9.2378,0.0541,2.2233037620663265,1,,,,
103,103,104.0,2007-04-15,12.102733333333331,2.864933333333333,2.4934313224089943,1,,,,
104,104,105.0,2007-04-16,15.873166666666666,3.770433333333333,2.7646300525454794,1,,,,
105,105,106.0,2007-04-17,20.395566666666664,4.5223999999999975,3.015317556971263,1,,,,
106,106,107.0,2007-04-18,16.637433333333334,-3.7581333333333298,2.8116551767009303,1,,,,
107,107,108.0,2007-04-19,17.144299999999998,0.5068666666666637,2.841665756851584,1,,,,
108,108,109.0,2007-04-20,13.709666666666667,-3.4346333333333305,2.6181011801252376,1,,,,
109,109,110.0,2007-04-21,27.894266666666667,14.1846,3.3284211718917622,1,,,,
110,110,111.0,2007-04-22,37.228566666666666,9.3343,3.6170763877254717,1,,,,
111,111,112.0,2007-04-23,17.5761,-19.652466666666665,2.866540024642819,1,,,,
112,112,113.0,2007-04-24,17.201666666666664,-0.3744333333333358,2.845006278349787,1,,,,
113,113,114.0,2007-04-25,21.069366666666667,3.867700000000003,3.047820168829289,1,,,,
114,114,115.0,2007-04-26,21.257766666666665,0.1883999999999979,3.0567223187912322,1,,,,
115,115,116.0,2007-04-27,18.23886666666667,-3.018899999999995,2.9035548482128335,1,,,,
116,116,117.0,2007-04-28,0.3789666666666667,-17.859900000000003,-0.9703070285151858,1,,,,
117,117,119.0,2007-04-30,7.0137,7.0137,1.9478653792035976,1,,,,
118,118,120.0,2007-05-01,27.730966666666667,20.717266666666667,3.3225497189792224,1,,,,
119,119,121.0,2007-05-02,16.724766666666667,-11.0062,2.816890654746072,1,,,,
120,120,122.0,2007-05-03,18.17063333333333,1.4458666666666673,2.8998067377903505,1,,,,
121,121,123.0,2007-05-04,16.635466666666666,-1.5351666666666688,2.811536962378226,1,,,,
122,122,124.0,2007-05-05,26.050866666666664,9.415399999999998,3.2600510369997697,1,,,,
123,123,125.0,2007-05-06,35.035066666666665,8.984200000000001,3.5563494646797325,1,,,,
124,124,126.0,2007-05-07,27.3944,-7.640666666666664,3.310338612943632,1,,,,
125,125,127.0,2007-05-08,29.82153333333333,2.4271333333333303,3.3952307276435327,1,,,,
126,126,128.0,2007-05-09,27.76226666666667,-2.0592666666666624,3.3236777845626846,1,,,,
127,127,129.0,2007-05-10,11.798066666666667,-15.964200000000002,2.4679356762401743,1,,,,
128,128,130.0,2007-05-11,16.319233333333333,4.521166666666666,2.7923443713083183,1,,,,
129,129,131.0,2007-05-12,24.0261,7.706866666666666,3.1791407394481843,1,,,,
130,130,132.0,2007-05-13,27.24563333333333,3.2195333333333345,3.3048932636203894,1,,,,
131,131,133.0,2007-05-14,24.46303333333333,-2.782600000000002,3.197163134562543,1,,,,
132,132,134.0,2007-05-15,15.073200000000002,-9.38983333333333,2.7129183324990707,1,,,,
133,133,135.0,2007-05-16,28.215733333333333,13.142533333333333,3.3398797419865294,1,,,,
134,134,136.0,2007-05-17,20.530266666666662,-7.685466666666667,3.021900220068095,1,,,,
135,135,137.0,2007-05-18,27.192166666666665,6.661899999999999,3.3029289416287333,1,,,,
136,136,138.0,2007-05-19,23.824033333333333,-3.3681333333333328,3.1706948750899917,1,,,,
137,137,139.0,2007-05-20,32.80546666666667,8.981433333333335,3.4905951681694187,1,,,,
138,138,140.0,2007-05-21,18.6677,-14.137766666666668,2.9267947576777464,1,,,,
139,139,141.0,2007-05-22,18.88086666666667,0.2131666666666696,2.938149063618603,1,,,,
140,140,142.0,2007-05-23,24.4156,5.534733333333328,3.1952222722679795,1,,,,
141,141,143.0,2007-05-24,19.2398,-5.175799999999999,2.956981050173137,1,,,,
142,142,144.0,2007-05-25,26.903666666666663,7.663866666666667,3.292262584629824,1,,,,
143,143,145.0,2007-05-26,25.20413333333333,-1.6995333333333311,3.2270080022313983,1,,,,
144,144,146.0,2007-05-27,35.8968,10.692666666666664,3.5806481550310894,1,,,,
145,145,147.0,2007-05-28,27.29113333333333,-8.605666666666664,3.3065618631116265,1,,,,
146,146,148.0,2007-05-29,17.689,-9.602133333333336,2.8729429774613706,1,,,,
147,147,149.0,2007-05-30,26.8311,9.1421,3.2895616624789503,1,,,,
148,148,150.0,2007-05-31,15.6425,-11.1886,2.7499915688903815,1,,,,
149,149,151.0,2007-06-01,17.4153,1.7727999999999984,2.8573491301984437,1,,,,
150,150,152.0,2007-06-02,24.73936666666667,7.3240666666666705,3.208395767067818,1,,,,
151,151,153.0,2007-06-03,35.133766666666666,10.394399999999996,3.559162681328934,1,,,,
152,152,154.0,2007-06-04,15.193633333333334,-19.94013333333333,2.720876480456902,1,,,,
153,153,155.0,2007-06-05,24.314866666666667,9.121233333333333,3.1910879602571924,1,,,,
154,154,156.0,2007-06-06,28.2273,3.912433333333333,3.340289594758271,1,,,,
155,155,157.0,2007-06-07,16.4167,-11.8106,2.7982991094047795,1,,,,
156,156,158.0,2007-06-08,35.80076666666666,19.384066666666666,3.5779693084473694,1,,,,
157,157,159.0,2007-06-09,17.663566666666668,-18.137199999999996,2.871504137788939,1,,,,
158,158,160.0,2007-06-10,22.346866666666664,4.683299999999996,3.106686117346336,1,,,,
159,159,161.0,2007-06-11,13.244233333333334,-9.10263333333333,2.583562237570678,1,,,,
160,160,162.0,2007-06-12,15.312766666666668,2.068533333333333,2.7286869031192933,1,,,,
161,161,163.0,2007-06-13,15.454533333333334,0.1417666666666672,2.737902379937858,1,,,,
162,162,164.0,2007-06-14,20.98473333333333,5.530200000000001,3.0437951892153365,1,,,,
163,163,165.0,2007-06-15,16.4934,-4.491333333333333,2.802960300885195,1,,,,
164,164,166.0,2007-06-16,33.62936666666666,17.13596666666666,3.5153996931831326,1,,,,
165,165,167.0,2007-06-17,32.4515,-1.1778666666666666,3.4797466670432375,1,,,,
166,166,168.0,2007-06-18,11.3079,-21.1436,2.4255015964954607,1,,,,
167,167,169.0,2007-06-19,14.039333333333332,2.7314333333333334,2.6418629140894767,1,,,,
168,168,170.0,2007-06-20,17.904766666666667,3.8654333333333337,2.885066971623883,1,,,,
169,169,171.0,2007-06-21,13.4491,-4.455666666666668,2.598912189310832,1,,,,
170,170,172.0,2007-06-22,9.438233333333333,-4.010866666666667,2.244768815750589,1,,,,
171,171,173.0,2007-06-23,7.959433333333334,-1.4787999999999988,2.0743578080424827,1,,,,
172,172,174.0,2007-06-24,11.910933333333332,3.9514999999999993,2.4774567458159633,1,,,,
173,173,175.0,2007-06-25,17.870033333333332,5.959099999999999,2.8831251944932306,1,,,,
174,174,176.0,2007-06-26,15.748466666666667,-2.1215666666666646,2.756743006035031,1,,,,
175,175,177.0,2007-06-27,24.680433333333333,8.931966666666666,3.206010756959761,1,,,,
176,176,178.0,2007-06-28,21.590633333333336,-3.0897999999999968,3.072259578664939,1,,,,
177,177,179.0,2007-06-29,21.736633333333334,0.1459999999999972,3.0789990092286947,1,,,,
178,178,180.0,2007-06-30,22.255233333333333,0.5185999999999993,3.1025771869481655,1,,,,
179,0,,2007-07-01,,,,1,19.126734595862885,20.729694015736108,30.774534378163604,14.084971110968711
180,1,,2007-07-02,,,,1,18.103170576997712,20.729694015736108,20.945784019248578,22.491836396495934
181,2,,2007-07-03,,,,1,18.103170576997712,20.729694015736108,18.731575639478958,24.948452626218682
182,3,,2007-07-04,,,,1,18.103170576997712,20.729694015736108,5.967844416758375,17.080463623038607
183,4,,2007-07-05,,,,1,18.103170576997712,20.729694015736108,16.296779650734806,16.897288829633204
184,5,,2007-07-06,,,,1,18.103170576997712,20.729694015736108,15.792930287926573,10.658305326666035
185,6,,2007-07-07,,,,1,18.103170576997712,20.729694015736108,17.564346430834874,19.897689554141486
186,7,,2007-07-08,,,,1,18.103170576997712,20.729694015736108,14.020054124644238,22.345799056841155
187,8,,2007-07-09,,,,1,18.103170576997712,20.729694015736108,17.81782050757844,23.632682216072485
188,9,,2007-07-10,,,,1,18.103170576997712,20.729694015736108,14.995459751243633,15.632582815002811
189,10,,2007-07-11,,,,1,18.103170576997712,20.729694015736108,9.547098807190546,33.67901803895501
190,11,,2007-07-12,,,,1,18.103170576997712,20.729694015736108,23.86395573951952,28.51208171242016
191,12,,2007-07-13,,,,1,18.103170576997712,20.729694015736108,23.842437424558877,20.10949339951507
192,13,,2007-07-14,,,,1,18.103170576997712,20.729694015736108,29.2361504296858,17.296573167793326
193,14,,2007-07-15,,,,1,18.103170576997712,20.729694015736108,18.428996680692492,18.635489336657848
194,15,,2007-07-16,,,,1,18.103170576997712,20.729694015736108,15.467854427383756,21.71387621801464
195,16,,2007-07-17,,,,1,18.103170576997712,20.729694015736108,14.551710017401646,20.608387716282547
196,17,,2007-07-18,,,,1,18.103170576997712,20.729694015736108,8.032293138021254,23.878501377563015
197,18,,2007-07-19,,,,1,18.103170576997712,20.729694015736108,24.500485255180536,25.737303102479746
198,19,,2007-07-20,,,,1,18.103170576997712,20.729694015736108,10.932863555263692,29.626859263953015
199,20,,2007-07-21,,,,1,18.103170576997712,20.729694015736108,10.385981186084475,28.20084345004536
200,21,,2007-07-22,,,,1,18.103170576997712,20.729694015736108,16.763949554126437,20.01186627712735
201,22,,2007-07-23,,,,1,18.103170576997712,20.729694015736108,27.781177353612275,23.258035232575143
202,23,,2007-07-24,,,,1,18.103170576997712,20.729694015736108,19.644700149421844,18.20866745061639
203,24,,2007-07-25,,,,1,18.103170576997712,20.729694015736108,11.436137983533413,16.905632883027803
204,25,,2007-07-26,,,,1,18.103170576997712,20.729694015736108,13.46005873772364,33.17326679446842
205,26,,2007-07-27,,,,1,18.103170576997712,20.729694015736108,22.17485359498571,17.735111312862198
206,27,,2007-07-28,,,,1,18.103170576997712,20.729694015736108,17.05788501626897,33.69365819355909
207,28,,2007-07-29,,,,1,18.103170576997712,20.729694015736108,13.09640030195094,18.45672652428152
208,29,,2007-07-30,,,,1,18.103170576997712,20.729694015736108,16.605178212080887,22.37612651205142
209,30,,2007-07-31,,,,1,18.103170576997712,20.729694015736108,22.955081606343377,27.824081970918712
210,31,,2007-08-01,,,,1,18.103170576997712,20.729694015736108,30.971881486735647,20.885477580941064
211,32,,2007-08-02,,,,1,18.103170576997712,20.729694015736108,10.001264756178427,23.289781050844468
212,33,,2007-08-03,,,,1,18.103170576997712,20.729694015736108,14.023855688436186,19.157762303569022
213,34,,2007-08-04,,,,1,18.103170576997712,20.729694015736108,12.868932902432103,17.633009367362423
214,35,,2007-08-05,,,,1,18.103170576997712,20.729694015736108,2.34976126003731,19.650130762313456
215,36,,2007-08-06,,,,1,18.103170576997712,20.729694015736108,12.087307210715156,16.498642937017493
216,37,,2007-08-07,,,,1,18.103170576997712,20.729694015736108,11.435547847400816,31.353488894459588
217,38,,2007-08-08,,,,1,18.103170576997712,20.729694015736108,25.422672877297884,19.637617165897538
218,39,,2007-08-09,,,,1,18.103170576997712,20.729694015736108,17.24412656929839,31.947957733283175
219,40,,2007-08-10,,,,1,18.103170576997712,20.729694015736108,7.532107808244174,3.2438892567710624
220,41,,2007-08-11,,,,1,18.103170576997712,20.729694015736108,22.314411929834858,20.849652817608263
221,42,,2007-08-12,,,,1,18.103170576997712,20.729694015736108,15.783085363121364,24.38920221709456
222,43,,2007-08-13,,,,1,18.103170576997712,20.729694015736108,6.751591368484714,18.816288855883847
223,44,,2007-08-14,,,,1,18.103170576997712,20.729694015736108,14.217704327435762,27.85822858118049
224,45,,2007-08-15,,,,1,18.103170576997712,20.729694015736108,14.270161324691838,24.895460459890028
225,46,,2007-08-16,,,,1,18.103170576997712,20.729694015736108,12.41232634140822,18.94145947221965
226,47,,2007-08-17,,,,1,18.103170576997712,20.729694015736108,18.29667111511092,23.56253538995067
227,48,,2007-08-18,,,,1,18.103170576997712,20.729694015736108,3.462200289014149,39.04104084420058
228,49,,2007-08-19,,,,1,18.103170576997712,20.729694015736108,16.35946771338352,22.37072166643233
229,50,,2007-08-20,,,,1,18.103170576997712,20.729694015736108,24.701163424110888,22.680095253361788
230,51,,2007-08-21,,,,1,18.103170576997712,20.729694015736108,23.656709869124633,17.86440881242809
231,52,,2007-08-22,,,,1,18.103170576997712,20.729694015736108,25.319843190810964,21.599045492838048
232,53,,2007-08-23,,,,1,18.103170576997712,20.729694015736108,25.39279971184375,12.333844080613131
233,54,,2007-08-24,,,,1,18.103170576997712,20.729694015736108,27.790260336759744,19.438400019973155
234,55,,2007-08-25,,,,1,18.103170576997712,20.729694015736108,10.820639485829341,36.73384973824687
235,56,,2007-08-26,,,,1,18.103170576997712,20.729694015736108,23.61135649762576,27.6795515429922
236,57,,2007-08-27,,,,1,18.103170576997712,20.729694015736108,5.9847966541406326,24.9067153947277
237,58,,2007-08-28,,,,1,18.103170576997712,20.729694015736108,14.177098121190305,27.918586910862018
238,59,,2007-08-29,,,,1,18.103170576997712,20.729694015736108,5.635859795773142,32.98394675819026
239,60,,2007-08-30,,,,1,18.103170576997712,20.729694015736108,24.928854360028797,24.595223172263687
240,61,,2007-08-31,,,,1,18.103170576997712,20.729694015736108,26.788658543738194,34.21554577311373
241,62,,2007-09-01,,,,1,18.103170576997712,20.729694015736108,16.817578464896066,27.696371149553123
242,63,,2007-09-02,,,,1,18.103170576997712,20.729694015736108,29.659908221248564,21.814092448027502
243,64,,2007-09-03,,,,1,18.103170576997712,20.729694015736108,13.709250283059568,31.927166796626864
244,65,,2007-09-04,,,,1,18.103170576997712,20.729694015736108,19.084008754221255,5.366156355439301
245,66,,2007-09-05,,,,1,18.103170576997712,20.729694015736108,19.099174470374212,17.008989345521094
246,67,,2007-09-06,,,,1,18.103170576997712,20.729694015736108,11.172981516376002,22.460536586587295
247,68,,2007-09-07,,,,1,18.103170576997712,20.729694015736108,20.955140407123647,14.79002991150523
248,69,,2007-09-08,,,,1,18.103170576997712,20.729694015736108,30.730070586939057,19.713419782430687
249,70,,2007-09-09,,,,1,18.103170576997712,20.729694015736108,11.428676798400016,16.56979799803862
250,71,,2007-09-10,,,,1,18.103170576997712,20.729694015736108,23.959788823485333,16.468050263401665
251,72,,2007-09-11,,,,1,18.103170576997712,20.729694015736108,17.09700026122218,38.390139121126396
252,73,,2007-09-12,,,,1,18.103170576997712,20.729694015736108,29.627232071181055,24.815892092708083
253,74,,2007-09-13,,,,1,18.103170576997712,20.729694015736108,21.253668231244415,20.378378046326638
254,75,,2007-09-14,,,,1,18.103170576997712,20.729694015736108,22.506786728767533,29.29424765901947
255,76,,2007-09-15,,,,1,18.103170576997712,20.729694015736108,22.29154017470359,19.18411904760366
256,77,,2007-09-16,,,,1,18.103170576997712,20.729694015736108,19.72525818852438,26.495150301880976
257,78,,2007-09-17,,,,1,18.103170576997712,20.729694015736108,9.013762651481589,23.014256034451172
258,79,,2007-09-18,,,,1,18.103170576997712,20.729694015736108,27.165874852736984,31.32216973843253
259,80,,2007-09-19,,,,1,18.103170576997712,20.729694015736108,9.177181494764925,11.483292687333712
260,81,,2007-09-20,,,,1,18.103170576997712,20.729694015736108,19.6567275855369,25.716177161068444
261,82,,2007-09-21,,,,1,18.103170576997712,20.729694015736108,22.10212680256886,21.52580152414367
262,83,,2007-09-22,,,,1,18.103170576997712,20.729694015736108,12.646568195592591,13.192650950976018
263,84,,2007-09-23,,,,1,18.103170576997712,20.729694015736108,19.047842597349927,27.66785984695384
264,85,,2007-09-24,,,,1,18.103170576997712,20.729694015736108,25.708584022109733,15.048661208162812
265,86,,2007-09-25,,,,1,18.103170576997712,20.729694015736108,17.946198883088755,31.27440240462247
266,87,,2007-09-26,,,,1,18.103170576997712,20.729694015736108,12.316108684621575,24.07102773615313
267,88,,2007-09-27,,,,1,18.103170576997712,20.729694015736108,0.0,25.258783375049187
268,89,,2007-09-28,,,,1,18.103170576997712,20.729694015736108,11.774408756167144,21.25364382601351
269,90,,2007-09-29,,,,1,18.103170576997712,20.729694015736108,14.253982831342281,26.620110537478688
270,91,,2007-09-30,,,,1,18.103170576997712,20.729694015736108,14.740188161445086,8.580311601487873
271,92,,2007-10-01,,,,1,18.103170576997712,20.729694015736108,11.851540646487319,21.21633190338673
272,93,,2007-10-02,,,,1,18.103170576997712,20.729694015736108,20.56017012220709,16.6384365414051
273,94,,2007-10-03,,,,1,18.103170576997712,20.729694015736108,14.360588640871496,22.570417629182383
274,95,,2007-10-04,,,,1,18.103170576997712,20.729694015736108,17.39038858493798,20.422601617729534
275,96,,2007-10-05,,,,1,18.103170576997712,20.729694015736108,22.52538019185672,24.744935773171807
276,97,,2007-10-06,,,,1,18.103170576997712,20.729694015736108,12.532443612230601,15.274920412287498
277,98,,2007-10-07,,,,1,18.103170576997712,20.729694015736108,16.148186464099208,32.70650936303633
278,99,,2007-10-08,,,,1,18.103170576997712,20.729694015736108,32.15734214476479,35.81089039921968
279,100,,2007-10-09,,,,1,18.103170576997712,20.729694015736108,23.796641971848665,19.373323149544802
280,101,,2007-10-10,,,,1,18.103170576997712,20.729694015736108,9.679478388535221,20.632186527122567
281,102,,2007-10-11,,,,1,18.103170576997712,20.729694015736108,17.583886390127397,22.60230981442821
282,103,,2007-10-12,,,,1,18.103170576997712,20.729694015736108,21.779179538486417,28.961597928022776
283,104,,2007-10-13,,,,1,18.103170576997712,20.729694015736108,26.135707225316608,33.08257940712278
284,105,,2007-10-14,,,,1,18.103170576997712,20.729694015736108,19.073390900172402,12.877336920390906
285,106,,2007-10-15,,,,1,18.103170576997712,20.729694015736108,14.647945147392697,16.724020669309986
286,107,,2007-10-16,,,,1,18.103170576997712,20.729694015736108,13.34587849103588,13.812784189569218
287,108,,2007-10-17,,,,1,18.103170576997712,20.729694015736108,22.303904804299926,13.483106904790906
288,109,,2007-10-18,,,,1,18.103170576997712,20.729694015736108,20.141863693300174,10.054366659459951
289,110,,2007-10-19,,,,1,18.103170576997712,20.729694015736108,14.738686741822733,23.092321263681754
290,111,,2007-10-20,,,,1,18.103170576997712,20.729694015736108,16.871909335290255,13.181885800952845
291,112,,2007-10-21,,,,1,18.103170576997712,20.729694015736108,15.392830658988021,30.51914694325379
292,113,,2007-10-22,,,,1,18.103170576997712,20.729694015736108,22.822243005547442,26.644793044747715
293,114,,2007-10-23,,,,1,18.103170576997712,20.729694015736108,13.610049760465216,14.024080992717094
294,115,,2007-10-24,,,,1,18.103170576997712,20.729694015736108,21.27076994338587,14.020830832968347
295,116,,2007-10-25,,,,1,18.103170576997712,20.729694015736108,23.648381554802892,16.741760695349292
296,117,,2007-10-26,,,,1,18.103170576997712,20.729694015736108,21.269694468863346,29.84646591220411
